User ID,Name,Age,Gender,Area of Residence,Specific Address,Destination Address,Aadhaar Number,Time of Departure,Preferred Mode of Travel,Frequency of Commute in a Week,Occupation,Fellow Commuter Age Preference,Fellow Commuter Gender Preference,Car Owner,Vehicle Details,Average Commute Distance (km),Comfort with Carpooling,Peak Demand,Emergency Contact Number,Incentive Preference,Cost Sharing Preference,index,max_ppl,final rating,Index,Max People in Carpool
U1367,Priyanka Chatterjee,19,Others,Western Suburbs,"58 C Lane, Western Suburbs","52 A Street, Navi Mumbai",530213574933,9:35,rickshaw,6,IT Professional,36-45,Female,False,None,27.4,Neutral,False,8794935180.0,Cashback,By Distance,368.0,3,3,10368.0,2
U1368,Rohan Gupta,20,Male,South Mumbai,"53 C Lane, South Mumbai","18 D Avenue, Central Mumbai",835390942969,14:26,taxi,2,Other,18-25,Female,False,None,7.6,Somewhat Comfortable,True,7176087072.0,Loyalty Points,Equal Split,369.0,4,4,10369.0,2
U1369,Shreya Verma,45,Others,Central Mumbai,"6 C Lane, Central Mumbai","85 A Street, Navi Mumbai",428017112216,13:44,rickshaw,4,Student,26-35,Others,True,Sedan,21.01,Somewhat Comfortable,True,9381917096.0,Discount,By Distance,370.0,3,4,10370.0,2
U1370,Shivansh Goel,33,Others,Central Mumbai,"76 C Lane, Central Mumbai","15 D Avenue, Navi Mumbai",338781347407,6:03,rickshaw,3,IT Professional,46-55,Any,True,Sedan,28.12,Neutral,False,9708662581.0,Discount,By Distance,371.0,3,3,10371.0,2
U1371,Karan Goel,43,Male,North Mumbai,"37 C Lane, North Mumbai","15 D Avenue, Navi Mumbai",689903175773,14:41,taxi,7,Student,18-25,Female,False,None,25.22,Neutral,True,8166350396.0,Cashback,By Distance,372.0,4,4,10372.0,2
U1372,Abhinav Desai,19,Male,South Mumbai,"19 B Road, South Mumbai","79 A Street, Navi Mumbai",787037587403,13:37,Personal Car,4,Student,18-25,Female,False,None,25.36,Very Uncomfortable,False,7226680021.0,Loyalty Points,By Time,373.0,3,5,10373.0,2
U1373,Prisha Sharma,39,Female,North Mumbai,"81 C Lane, North Mumbai","20 D Avenue, Navi Mumbai",956246706920,12:20,cab,7,Retail,36-45,Male,True,Sedan,14.52,Somewhat Comfortable,False,7922719815.0,Cashback,By Distance,374.0,6,4,10374.0,2
U1374,Aditya Jain,42,Male,South Mumbai,"38 B Road, South Mumbai","21 A Street, Central Mumbai",860873837368,14:05,Personal Car,2,IT Professional,Any,Male,False,None,23.91,Very Comfortable,True,9375435056.0,Loyalty Points,Equal Split,375.0,3,3,10375.0,2
U1375,Ramesh Nair,27,Male,Western Suburbs,"100 B Road, Western Suburbs","50 A Street, North Mumbai",281498266624,17:37,taxi,2,Healthcare Worker,36-45,Others,True,Hatchback,10.33,Neutral,True,8488184375.0,Cashback,By Time,376.0,4,4,10376.0,2
U1376,Mohan Desai,31,Female,North Mumbai,"84 D Avenue, North Mumbai","12 C Lane, Navi Mumbai",344115422639,9:56,rickshaw,5,Healthcare Worker,18-25,Any,True,Sedan,7.39,Very Uncomfortable,False,7776856362.0,Loyalty Points,By Distance,377.0,3,3,10377.0,2
U1377,Deepika Sharma,31,Female,Navi Mumbai,"64 B Road, Navi Mumbai","97 A Street, Central Mumbai",776490585368,11:22,Personal Car,2,Teacher,26-35,Others,False,None,18.06,Neutral,True,7606234657.0,Loyalty Points,By Distance,378.0,3,3,10378.0,2
U1378,Vivaan Goel,56,Male,South Mumbai,"96 B Road, South Mumbai","15 D Avenue, Navi Mumbai",751804530580,9:17,rickshaw,3,Student,Any,Any,True,Hatchback,14.87,Very Uncomfortable,True,9316280407.0,Loyalty Points,By Time,379.0,3,5,10379.0,2
U1379,Rahul Gupta,41,Others,South Mumbai,"3 D Avenue, South Mumbai","78 D Avenue, Navi Mumbai",354491617865,13:22,Personal Car,1,Teacher,46-55,Any,True,SUV,2.68,Neutral,False,7054550973.0,Cashback,By Distance,380.0,3,3,10380.0,2
U1380,Ananya Sharma,34,Female,Navi Mumbai,"40 B Road, Navi Mumbai","69 D Avenue, Central Mumbai",546546542603,18:31,taxi,5,Student,46-55,Others,True,SUV,11.63,Neutral,True,9056079740.0,Loyalty Points,By Distance,381.0,4,3,10381.0,2
U1381,Aanya Sengupta,56,Male,Central Mumbai,"40 D Avenue, Central Mumbai","1 D Avenue, Central Mumbai",398552032437,10:45,cab,1,Other,26-35,Any,False,None,2.84,Somewhat Uncomfortable,False,8712744119.0,Cashback,By Distance,382.0,6,4,10382.0,2
U1382,Shivansh Das,57,Male,Central Mumbai,"46 A Street, Central Mumbai","98 A Street, Western Suburbs",533789909858,7:14,cab,5,Retail,18-25,Female,True,Hatchback,18.14,Neutral,True,9360599744.0,Loyalty Points,By Distance,383.0,6,2,10383.0,2
U1383,Abhinav Jain,26,Others,North Mumbai,"1 C Lane, North Mumbai","46 B Road, Navi Mumbai",301803691093,9:51,taxi,7,Teacher,36-45,Female,True,Hatchback,2.63,Very Uncomfortable,True,7538141209.0,Cashback,By Distance,384.0,4,5,10384.0,2
U1384,Jyoti Bose,18,Others,South Mumbai,"87 A Street, South Mumbai","15 D Avenue, Navi Mumbai",771601298775,10:18,Personal Car,3,Other,56-60,Others,True,Hatchback,11.08,Very Uncomfortable,False,8531954077.0,Loyalty Points,By Distance,385.0,3,5,10385.0,2
U1385,Gaurav Khanna,37,Male,Navi Mumbai,"21 B Road, Navi Mumbai","15 D Avenue, Navi Mumbai",968910749755,17:09,cab,4,Retail,36-45,Any,False,None,19.46,Somewhat Uncomfortable,True,7730034349.0,Discount,By Distance,386.0,6,2,10386.0,2
U1386,Karan Mehra,49,Female,South Mumbai,"13 C Lane, South Mumbai","15 D Avenue, Navi Mumbai",963090844359,13:58,taxi,3,Retail,Any,Any,True,Hatchback,5.15,Somewhat Uncomfortable,True,7671150229.0,Loyalty Points,By Time,387.0,4,3,10387.0,2
U1387,Arjun Mehra,32,Female,Western Suburbs,"58 C Lane, Western Suburbs","15 D Avenue, Navi Mumbai",901212316243,17:44,rickshaw,7,Healthcare Worker,26-35,Female,True,SUV,8.55,Very Comfortable,True,7913917506.0,Cashback,Equal Split,388.0,3,3,10388.0,2
U1388,Sunil Chaudhary,41,Others,Western Suburbs,"87 A Street, Western Suburbs","15 D Avenue, Navi Mumbai",873997398005,13:57,Personal Car,4,Banker,Any,Any,True,SUV,19.93,Neutral,True,9498204657.0,Loyalty Points,By Time,389.0,3,3,10389.0,2
U1389,Krishna Malhotra,54,Others,Navi Mumbai,"47 C Lane, Navi Mumbai","15 D Avenue, Navi Mumbai",757282796873,7:54,taxi,1,Student,18-25,Others,True,Hatchback,18.33,Neutral,False,9850673533.0,Loyalty Points,By Time,390.0,4,5,10390.0,2
U1390,Karan Yadav,51,Others,Western Suburbs,"95 C Lane, Western Suburbs","61 D Avenue, Central Mumbai",604518386494,16:58,cab,1,Banker,Any,Others,True,Hatchback,2.22,Neutral,True,8851602204.0,Cashback,By Time,391.0,6,3,10391.0,2
U1391,Ishaan Bose,22,Male,Central Mumbai,"49 C Lane, Central Mumbai","79 C Lane, Navi Mumbai",337136891349,11:36,taxi,6,Other,18-25,Female,True,SUV,1.04,Very Comfortable,True,9833373798.0,Cashback,By Time,392.0,4,4,10392.0,2
U1392,Aarav Thakur,22,Female,Navi Mumbai,"49 B Road, Navi Mumbai","20 A Street, South Mumbai",710165868461,12:28,taxi,3,IT Professional,26-35,Female,True,Hatchback,7.4,Somewhat Uncomfortable,False,8223000757.0,Loyalty Points,By Distance,393.0,4,5,10393.0,2
U1393,Kavya Dixit,59,Female,Central Mumbai,"28 A Street, Central Mumbai","15 D Avenue, Navi Mumbai",777222002217,18:07,rickshaw,1,Healthcare Worker,36-45,Male,False,None,4.59,Very Uncomfortable,False,7748500274.0,Loyalty Points,By Time,394.0,3,5,10394.0,2
U1394,Kavya Thakur,32,Others,Navi Mumbai,"50 A Street, Navi Mumbai","34 B Road, Navi Mumbai",472390490249,11:30,rickshaw,2,Teacher,46-55,Male,False,None,27.52,Very Uncomfortable,True,9817043623.0,Cashback,By Distance,395.0,3,4,10395.0,2
U1395,Priyanka Rao,53,Female,Navi Mumbai,"75 D Avenue, Navi Mumbai","15 D Avenue, Navi Mumbai",682267972030,13:41,rickshaw,5,Retail,18-25,Others,True,Sedan,15.15,Somewhat Comfortable,True,7536143062.0,Loyalty Points,Equal Split,396.0,3,5,10396.0,2
U1396,Anil Tripathi,23,Male,South Mumbai,"69 A Street, South Mumbai","15 D Avenue, Navi Mumbai",249803514039,17:19,cab,7,IT Professional,Any,Any,True,SUV,4.29,Very Comfortable,True,8317497318.0,Cashback,By Distance,397.0,6,4,10397.0,2
U1397,Rohan Reddy,51,Male,Central Mumbai,"41 C Lane, Central Mumbai","15 D Avenue, Navi Mumbai",567671754085,9:24,cab,7,Other,46-55,Female,True,Sedan,22.25,Very Comfortable,False,7938956769.0,Loyalty Points,By Distance,398.0,6,3,10398.0,2
U1398,Rohan Chatterjee,56,Others,North Mumbai,"43 D Avenue, North Mumbai","15 D Avenue, Navi Mumbai",722264775979,18:39,taxi,5,IT Professional,18-25,Male,False,None,3.99,Very Comfortable,True,7632573441.0,Cashback,Equal Split,399.0,4,4,10399.0,2
U1399,Suresh Reddy,24,Male,Central Mumbai,"81 A Street, Central Mumbai","15 D Avenue, Navi Mumbai",279113380726,13:37,Personal Car,6,Banker,26-35,Female,False,None,2.51,Somewhat Uncomfortable,False,8491525729.0,Loyalty Points,By Distance,400.0,3,3,10400.0,2
U1400,Abhinav Kumar,47,Male,Central Mumbai,"94 A Street, Central Mumbai","15 D Avenue, Navi Mumbai",422662048859,19:54,rickshaw,1,Teacher,56-60,Male,True,Hatchback,29.63,Neutral,True,8906584463.0,Discount,By Time,401.0,3,3,10401.0,2
U1401,Rohan Chatterjee,30,Male,Central Mumbai,"100 D Avenue, Central Mumbai","50 C Lane, Navi Mumbai",674785961366,11:17,rickshaw,6,Retail,26-35,Female,True,Sedan,20.91,Neutral,False,9968658191.0,Cashback,Equal Split,402.0,3,3,10402.0,2
U1402,Rajesh Agarwal,60,Others,Navi Mumbai,"78 B Road, Navi Mumbai","88 D Avenue, Western Suburbs",368514972342,5:29,rickshaw,2,Healthcare Worker,36-45,Others,False,None,6.31,Somewhat Comfortable,True,9490381320.0,Loyalty Points,Equal Split,403.0,3,4,10403.0,2
U1403,Pranav Rastogi,49,Female,North Mumbai,"100 A Street, North Mumbai","15 D Avenue, Navi Mumbai",274702114559,8:04,Personal Car,3,Other,56-60,Male,True,SUV,7.79,Very Uncomfortable,True,9426012850.0,Loyalty Points,By Time,404.0,3,4,10404.0,2
U1404,Arjun Banerjee,18,Female,Western Suburbs,"66 C Lane, Western Suburbs","89 B Road, Central Mumbai",469249476689,17:38,Personal Car,4,Other,26-35,Female,True,SUV,13.13,Somewhat Comfortable,False,9163639003.0,Discount,By Distance,405.0,3,3,10405.0,2
U1405,Ananya Khanna,18,Male,South Mumbai,"50 A Street, South Mumbai","16 A Street, North Mumbai",963315021878,14:14,rickshaw,4,Healthcare Worker,18-25,Female,True,Sedan,2.42,Somewhat Uncomfortable,False,7670345598.0,Cashback,Equal Split,406.0,3,2,10406.0,2
U1406,Aarav Agarwal,39,Others,North Mumbai,"90 A Street, North Mumbai","68 B Road, Central Mumbai",130804325988,7:59,rickshaw,2,Teacher,18-25,Male,True,SUV,1.78,Somewhat Uncomfortable,False,9595671326.0,Cashback,By Time,407.0,3,4,10407.0,2
U1407,Mukesh Khanna,28,Female,Navi Mumbai,"82 B Road, Navi Mumbai","13 D Avenue, North Mumbai",964283983083,14:29,rickshaw,1,Banker,46-55,Others,True,Hatchback,15.89,Neutral,False,9339095657.0,Discount,By Time,408.0,3,3,10408.0,2
U1408,Kavya Jain,48,Others,South Mumbai,"98 A Street, South Mumbai","97 C Lane, Navi Mumbai",601490259362,15:47,Personal Car,2,Teacher,18-25,Male,True,Sedan,17.87,Neutral,False,8462608090.0,Cashback,By Time,409.0,3,2,10409.0,2
U1409,Priyanka Sengupta,54,Male,Navi Mumbai,"26 B Road, Navi Mumbai","98 B Road, Navi Mumbai",779371987784,18:01,cab,3,Healthcare Worker,Any,Any,True,Sedan,5.41,Very Uncomfortable,False,7291153635.0,Discount,By Time,410.0,6,5,10410.0,2
U1410,Riya Goel,38,Others,Central Mumbai,"93 D Avenue, Central Mumbai","86 C Lane, Navi Mumbai",127512245798,18:30,rickshaw,5,Retail,56-60,Male,False,None,12.15,Neutral,True,7611038262.0,Cashback,By Distance,411.0,3,5,10411.0,2
U1411,Rashmi Patil,54,Others,Central Mumbai,"88 C Lane, Central Mumbai","20 B Road, South Mumbai",409317921767,10:55,taxi,4,Teacher,Any,Others,True,Sedan,21.46,Somewhat Comfortable,False,7911206209.0,Cashback,Equal Split,412.0,4,2,10412.0,2
U1412,Karan Agarwal,25,Female,Central Mumbai,"54 A Street, Central Mumbai","42 A Street, Navi Mumbai",636819308753,9:11,taxi,7,IT Professional,18-25,Male,True,Sedan,5.94,Neutral,False,9638220832.0,Loyalty Points,By Distance,413.0,4,5,10413.0,2
U1413,Aditya Saran,35,Female,Western Suburbs,"54 B Road, Western Suburbs","79 C Lane, South Mumbai",399826705366,16:15,cab,5,Healthcare Worker,26-35,Female,True,SUV,29.16,Neutral,True,8037386555.0,Discount,Equal Split,414.0,6,5,10414.0,2
U1414,Tanvi Kumar,48,Male,South Mumbai,"67 B Road, South Mumbai","15 D Avenue, Navi Mumbai",979478074018,5:53,taxi,4,Teacher,56-60,Others,True,Sedan,11.3,Very Comfortable,True,7428919385.0,Discount,By Distance,415.0,4,4,10415.0,2
U1415,Mukesh Gupta,50,Others,Navi Mumbai,"65 A Street, Navi Mumbai","15 D Avenue, Navi Mumbai",136192016399,18:46,Personal Car,2,Other,Any,Male,True,SUV,29.5,Somewhat Uncomfortable,False,8235721797.0,Cashback,Equal Split,416.0,3,3,10416.0,2
U1416,Rohan Agarwal,25,Male,Western Suburbs,"34 D Avenue, Western Suburbs","29 B Road, Western Suburbs",491747992657,7:04,taxi,5,Retail,26-35,Others,True,Hatchback,21.47,Somewhat Comfortable,True,7200796322.0,Discount,By Time,417.0,4,5,10417.0,2
U1417,Ramesh Kumar,19,Male,Central Mumbai,"7 A Street, Central Mumbai","1 D Avenue, North Mumbai",388174516433,10:53,rickshaw,7,Student,36-45,Others,True,Sedan,14.97,Neutral,False,8584007821.0,Loyalty Points,By Distance,418.0,3,4,10418.0,2
U1418,Yashika Goel,30,Others,Navi Mumbai,"88 C Lane, Navi Mumbai","87 C Lane, North Mumbai",324940718440,20:25,Personal Car,4,Retail,26-35,Any,True,SUV,6.11,Very Uncomfortable,True,9023125499.0,Cashback,By Time,419.0,3,4,10419.0,2
U1419,Gaurav Nair,45,Male,Western Suburbs,"38 A Street, Western Suburbs","42 A Street, Central Mumbai",428990850753,14:45,cab,4,Banker,36-45,Any,False,None,23.23,Somewhat Uncomfortable,False,7067214998.0,Cashback,Equal Split,420.0,6,4,10420.0,2
U1420,Ramesh Gupta,50,Male,Navi Mumbai,"17 D Avenue, Navi Mumbai","15 D Avenue, Navi Mumbai",145534155755,7:03,cab,2,Teacher,Any,Others,False,None,24.63,Neutral,True,7177744949.0,Loyalty Points,Equal Split,421.0,6,4,10421.0,2
U1421,Radhika Patil,21,Others,Navi Mumbai,"36 B Road, Navi Mumbai","19 C Lane, Central Mumbai",400150881645,15:13,rickshaw,1,Other,46-55,Male,True,SUV,19.54,Somewhat Comfortable,True,9901841494.0,Discount,By Distance,422.0,3,4,10422.0,2
U1422,Aryan Banerjee,25,Female,Navi Mumbai,"48 D Avenue, Navi Mumbai","15 D Avenue, Navi Mumbai",157327711821,10:07,Personal Car,4,Healthcare Worker,Any,Others,False,None,10.05,Neutral,True,8775077700.0,Cashback,By Distance,423.0,3,3,10423.0,2
U1423,Rohan Banerjee,58,Male,Western Suburbs,"41 B Road, Western Suburbs","78 C Lane, North Mumbai",294800522246,11:17,taxi,5,Teacher,Any,Male,True,Sedan,19.83,Somewhat Comfortable,True,9156880167.0,Discount,By Time,424.0,4,2,10424.0,2
U1424,Yashika Chatterjee,40,Female,Western Suburbs,"2 B Road, Western Suburbs","15 D Avenue, Navi Mumbai",413090349806,15:23,cab,2,Teacher,56-60,Others,False,None,6.62,Somewhat Comfortable,False,8724794116.0,Cashback,Equal Split,425.0,6,5,10425.0,2
U1425,Deepika Bose,18,Male,Western Suburbs,"61 B Road, Western Suburbs","100 A Street, North Mumbai",592200114249,14:34,cab,2,Student,Any,Any,False,None,24.19,Somewhat Comfortable,True,7912654936.0,Cashback,By Distance,426.0,6,5,10426.0,2
U1426,Gaurav Reddy,39,Others,Western Suburbs,"66 A Street, Western Suburbs","80 A Street, Western Suburbs",351123230183,20:02,Personal Car,3,Teacher,Any,Any,False,None,9.08,Somewhat Uncomfortable,False,9581370625.0,Loyalty Points,By Distance,427.0,3,4,10427.0,2
U1427,Hitesh Kumar,28,Male,Navi Mumbai,"25 D Avenue, Navi Mumbai","15 D Avenue, Navi Mumbai",282841304135,16:09,rickshaw,4,Retail,46-55,Male,True,Sedan,7.73,Neutral,False,7654249461.0,Discount,By Time,428.0,3,4,10428.0,2
U1428,Aryan Saran,53,Male,South Mumbai,"35 B Road, South Mumbai","78 C Lane, North Mumbai",888497840480,20:59,taxi,7,Teacher,26-35,Female,True,Hatchback,25.61,Very Uncomfortable,False,9839255299.0,Cashback,Equal Split,429.0,4,5,10429.0,2
U1429,Deepika Rao,35,Female,North Mumbai,"61 C Lane, North Mumbai","15 D Avenue, Navi Mumbai",835536515045,13:57,Personal Car,3,Banker,18-25,Female,True,Sedan,5.19,Somewhat Uncomfortable,True,7668286954.0,Cashback,Equal Split,430.0,3,3,10430.0,2
U1430,Shivansh Patil,53,Male,Western Suburbs,"21 A Street, Western Suburbs","15 D Avenue, Navi Mumbai",519209780579,13:31,cab,2,Other,Any,Any,False,None,26.51,Very Uncomfortable,False,9910215991.0,Discount,By Distance,431.0,6,2,10431.0,2
U1431,Swara Chaudhary,33,Others,Central Mumbai,"54 D Avenue, Central Mumbai","15 D Avenue, Navi Mumbai",408972304899,19:27,cab,3,Retail,56-60,Male,True,Hatchback,14.5,Somewhat Comfortable,False,7200292012.0,Loyalty Points,By Time,432.0,6,4,10432.0,2
U1432,Riya Das,50,Male,Navi Mumbai,"35 A Street, Navi Mumbai","57 A Street, Navi Mumbai",442324309645,15:55,Personal Car,5,IT Professional,26-35,Others,False,None,15.32,Somewhat Uncomfortable,False,8965398755.0,Loyalty Points,Equal Split,433.0,3,3,10433.0,2
U1433,Sunil Malhotra,26,Female,Central Mumbai,"37 A Street, Central Mumbai","38 B Road, North Mumbai",713797732686,7:06,taxi,2,Banker,56-60,Any,True,SUV,10.48,Very Comfortable,True,7536264820.0,Loyalty Points,Equal Split,434.0,4,3,10434.0,2
U1434,Hitesh Mehra,33,Female,Navi Mumbai,"86 A Street, Navi Mumbai","30 C Lane, Central Mumbai",959066118321,5:08,taxi,5,Retail,46-55,Any,False,None,2.47,Somewhat Comfortable,True,7426706475.0,Discount,By Time,435.0,4,4,10435.0,2
U1435,Zara Goel,51,Others,Central Mumbai,"4 B Road, Central Mumbai","12 C Lane, Central Mumbai",693062867618,19:44,Personal Car,6,Teacher,18-25,Others,False,None,13.24,Somewhat Uncomfortable,False,8793828056.0,Loyalty Points,Equal Split,436.0,3,3,10436.0,2
U1436,Siddharth Malhotra,37,Male,Navi Mumbai,"44 D Avenue, Navi Mumbai","93 C Lane, South Mumbai",130705004593,18:28,rickshaw,7,Banker,Any,Female,True,SUV,7.96,Somewhat Comfortable,True,9646606548.0,Loyalty Points,By Time,437.0,3,3,10437.0,2
U1437,Krishna Chatterjee,32,Others,Central Mumbai,"7 C Lane, Central Mumbai","25 B Road, Western Suburbs",893398024547,15:00,taxi,3,Healthcare Worker,Any,Others,True,Hatchback,26.47,Very Uncomfortable,True,8623413181.0,Cashback,By Time,438.0,4,5,10438.0,2
U1438,Aarav Das,32,Male,South Mumbai,"94 C Lane, South Mumbai","16 C Lane, Western Suburbs",617009244808,16:59,taxi,3,Banker,36-45,Any,True,Hatchback,28.13,Neutral,True,7464572197.0,Discount,By Time,439.0,4,5,10439.0,2
U1439,Yashika Dixit,46,Male,Central Mumbai,"81 B Road, Central Mumbai","15 D Avenue, Navi Mumbai",567734825640,7:56,taxi,7,IT Professional,Any,Any,False,None,5.22,Somewhat Uncomfortable,False,8120716943.0,Loyalty Points,By Distance,440.0,4,4,10440.0,2
U1440,Swara Banerjee,47,Female,Navi Mumbai,"70 B Road, Navi Mumbai","14 A Street, Central Mumbai",325785226139,9:24,taxi,3,Other,26-35,Male,False,None,27.8,Very Uncomfortable,False,8058401533.0,Discount,By Time,441.0,4,4,10441.0,2
U1441,Aanya Gupta,21,Female,Central Mumbai,"47 B Road, Central Mumbai","15 D Avenue, Navi Mumbai",668671491839,20:49,rickshaw,7,Retail,36-45,Others,False,None,3.01,Somewhat Comfortable,True,7886331928.0,Loyalty Points,By Time,442.0,3,3,10442.0,2
U1442,Prisha Bhattacharya,38,Female,Central Mumbai,"43 C Lane, Central Mumbai","15 D Avenue, Navi Mumbai",311257172295,8:49,cab,2,IT Professional,Any,Any,False,None,16.62,Very Uncomfortable,False,9668264770.0,Loyalty Points,By Distance,443.0,6,4,10443.0,2
U1443,Prisha Kumar,49,Male,South Mumbai,"16 D Avenue, South Mumbai","15 D Avenue, Navi Mumbai",303844004504,12:38,cab,3,IT Professional,18-25,Female,False,None,5.32,Somewhat Uncomfortable,False,8226967196.0,Cashback,By Distance,444.0,6,3,10444.0,2
U1444,Prisha Chatterjee,28,Female,Western Suburbs,"2 C Lane, Western Suburbs","15 D Avenue, Navi Mumbai",956931816580,11:37,cab,7,Teacher,56-60,Female,True,SUV,5.84,Somewhat Comfortable,True,8345414403.0,Loyalty Points,By Distance,445.0,6,3,10445.0,2
U1445,Nikhil Khanna,38,Female,Navi Mumbai,"25 B Road, Navi Mumbai","86 A Street, Navi Mumbai",468101735819,5:58,Personal Car,4,Banker,26-35,Others,False,None,23.86,Very Comfortable,False,7172349284.0,Loyalty Points,By Time,446.0,3,4,10446.0,2
U1446,Aanya Desai,59,Male,Central Mumbai,"2 B Road, Central Mumbai","14 A Street, Central Mumbai",881091149374,11:56,Personal Car,6,Student,18-25,Any,True,SUV,4.37,Neutral,True,9639325857.0,Loyalty Points,By Time,447.0,3,3,10447.0,2
U1447,Aarav Sharma,43,Others,North Mumbai,"48 A Street, North Mumbai","16 C Lane, Navi Mumbai",788572821075,11:35,taxi,1,Retail,18-25,Male,True,Hatchback,2.56,Somewhat Uncomfortable,True,8033964580.0,Loyalty Points,By Time,448.0,4,5,10448.0,2
U1448,Gaurav Singh,21,Female,Central Mumbai,"63 B Road, Central Mumbai","29 C Lane, Navi Mumbai",822077112003,6:29,taxi,3,IT Professional,56-60,Others,False,None,3.87,Somewhat Comfortable,True,8800361465.0,Cashback,By Distance,449.0,4,4,10449.0,2
U1449,Suresh Mehra,24,Male,South Mumbai,"74 B Road, South Mumbai","15 D Avenue, Navi Mumbai",418003972890,7:23,cab,5,Student,Any,Any,False,None,15.91,Neutral,True,7959725846.0,Loyalty Points,Equal Split,450.0,6,3,10450.0,2
U1450,Deepika Jain,51,Male,South Mumbai,"83 A Street, South Mumbai","35 B Road, Navi Mumbai",205063163091,20:35,taxi,6,Healthcare Worker,Any,Female,False,None,1.3,Very Uncomfortable,True,8034133663.0,Discount,Equal Split,451.0,4,3,10451.0,2
U1451,Hitesh Nair,33,Male,Western Suburbs,"50 D Avenue, Western Suburbs","75 D Avenue, Central Mumbai",166423067723,11:07,rickshaw,6,Teacher,18-25,Any,False,None,28.79,Somewhat Comfortable,True,9627482545.0,Discount,By Time,452.0,3,4,10452.0,2
U1452,Abhinav Patil,44,Others,Western Suburbs,"6 A Street, Western Suburbs","43 D Avenue, Central Mumbai",101232937838,14:24,cab,6,Healthcare Worker,36-45,Male,True,Hatchback,18.79,Somewhat Comfortable,False,8327848000.0,Cashback,By Time,453.0,6,4,10453.0,2
U1453,Krishna Reddy,39,Female,Navi Mumbai,"10 D Avenue, Navi Mumbai","54 C Lane, Navi Mumbai",532202286753,8:14,rickshaw,7,Healthcare Worker,26-35,Male,False,None,24.46,Very Comfortable,False,8854753638.0,Discount,By Time,454.0,3,5,10454.0,2
U1454,Hitesh Nair,20,Others,Western Suburbs,"20 C Lane, Western Suburbs","15 D Avenue, Navi Mumbai",359651775567,13:44,Personal Car,6,Banker,18-25,Others,True,Hatchback,18.16,Somewhat Comfortable,False,9508941274.0,Cashback,By Time,455.0,3,4,10455.0,2
U1455,Abhinav Iyer,40,Others,Navi Mumbai,"75 B Road, Navi Mumbai","75 B Road, North Mumbai",767257401137,12:31,taxi,2,Other,26-35,Any,True,SUV,9.69,Somewhat Comfortable,False,8915821992.0,Discount,Equal Split,456.0,4,2,10456.0,2
U1456,Gaurav Banerjee,57,Male,Central Mumbai,"83 B Road, Central Mumbai","79 C Lane, Navi Mumbai",649676639218,6:53,rickshaw,2,Teacher,26-35,Male,False,None,12.11,Neutral,True,7336391656.0,Discount,By Distance,457.0,3,5,10457.0,2
U1457,Arjun Mehra,24,Others,Western Suburbs,"52 C Lane, Western Suburbs","53 C Lane, Navi Mumbai",500670441487,14:45,cab,3,Healthcare Worker,56-60,Male,True,SUV,26.76,Somewhat Uncomfortable,True,8503553248.0,Discount,By Distance,458.0,6,4,10458.0,2
U1458,Jyoti Chaudhary,54,Others,North Mumbai,"31 A Street, North Mumbai","23 A Street, Western Suburbs",842846591906,9:08,cab,6,Banker,56-60,Female,False,None,8.47,Very Uncomfortable,False,7307325875.0,Loyalty Points,Equal Split,459.0,6,2,10459.0,2
U1459,Aditya Rao,44,Female,Navi Mumbai,"36 A Street, Navi Mumbai","14 A Street, South Mumbai",979925031517,9:17,taxi,5,Student,18-25,Female,True,Sedan,20.88,Very Comfortable,False,8348248381.0,Cashback,Equal Split,460.0,4,3,10460.0,2
U1460,Prisha Bose,57,Female,North Mumbai,"34 C Lane, North Mumbai","73 B Road, Western Suburbs",221819843751,12:39,cab,4,Teacher,26-35,Any,False,None,21.29,Somewhat Uncomfortable,False,9671879270.0,Discount,By Distance,461.0,6,5,10461.0,2
U1461,Rajesh Khanna,46,Female,Central Mumbai,"77 A Street, Central Mumbai","15 D Avenue, Navi Mumbai",769864491833,14:34,taxi,2,IT Professional,46-55,Any,False,None,2.47,Somewhat Comfortable,False,8289837062.0,Cashback,By Time,462.0,4,4,10462.0,2
U1462,Rajesh Verma,20,Female,North Mumbai,"46 C Lane, North Mumbai","15 D Avenue, Navi Mumbai",254327015126,8:13,cab,3,IT Professional,46-55,Any,False,None,17.15,Somewhat Comfortable,True,9372049674.0,Cashback,By Time,463.0,6,3,10463.0,2
U1463,Ramesh Mehra,18,Male,Western Suburbs,"23 D Avenue, Western Suburbs","20 B Road, Central Mumbai",926730501174,13:49,Personal Car,3,Banker,18-25,Any,True,Hatchback,14.26,Somewhat Uncomfortable,True,7766156581.0,Loyalty Points,By Time,464.0,3,4,10464.0,2
U1464,Jyoti Chaudhary,26,Others,Navi Mumbai,"12 C Lane, Navi Mumbai","27 A Street, Western Suburbs",890017211999,6:34,cab,7,Student,26-35,Any,False,None,20.72,Somewhat Comfortable,False,7526990522.0,Cashback,By Distance,465.0,6,5,10465.0,2
U1465,Abhinav Malhotra,59,Male,South Mumbai,"22 C Lane, South Mumbai","60 C Lane, Central Mumbai",116506981001,15:33,cab,1,Banker,56-60,Any,False,None,14.33,Very Uncomfortable,False,8586874069.0,Cashback,By Time,466.0,6,4,10466.0,2
